duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
99,icmp,ftp,SF,33595,28470,0,0,1,7,3,0,6,1,0,9,9,2,9,0.0,0,1,371,303,0.5685522556046121,0.5624293741179209,0.38783426957109435,0.2716641913636555,0.32857063273229425,0.1393023387079143,0.5196850311503769,194,21,0.9577666581762225,0.6292191930082921,0.9138145226249442,0.3915370996016292,0.9486540809029906,0.23339626945812697,0.03561215027284148,0.450536539067076,0
871,udp,ssh,SF,27306,20491,1,1,1,6,1,1,8,0,1,1,5,0,2,0.0,0,0,342,429,0.05917707186354182,0.2794453073189026,0.28787967806968084,0.10375634353585639,0.6022563023772572,0.5202319605040254,0.19057604651719384,209,33,0.07771241839172549,0.6993129211553037,0.36829546765570953,0.7133217295012723,0.16975849820713584,0.4533706056041573,0.4979763025873932,0.011644899503096218,1
663,tcp,ftp,SF,19915,1341,1,1,2,4,2,1,4,0,1,4,9,2,0,0.0,1,1,103,473,0.6328026106615069,0.7825001443802936,0.7246962542618245,0.29542203631376496,0.3223248244694249,0.03711331996230227,0.4620393428395556,232,109,0.5323602348613149,0.7111218170152859,0.3734445911454355,0.6594232468499163,0.9656531747664123,0.5171208881133305,0.5541697216110001,0.5568121431407401,0
130,icmp,ssh,S0,39915,44623,1,0,1,0,0,0,5,0,0,8,7,2,4,0.0,1,1,255,431,0.7689200445711684,0.8865025266419025,0.8364155965798566,0.09055946760092048,0.7768937482048727,0.08066976739117737,0.9030278734928117,205,48,0.30336428221417044,0.05196609813118025,0.38353451243397696,0.624700669406608,0.014856122507503788,0.7636104796141586,0.5588408709546665,0.6615243241461749,1
661,icmp,smtp,S0,37219,24791,1,2,0,4,0,1,9,0,1,2,3,0,3,0.0,0,0,378,38,0.9940816546455755,0.39864249421306397,0.8624896218983009,0.668003250743014,0.07079143601117444,0.6723482676428648,0.05085342363582113,30,128,0.39283907648140237,0.8597478056850669,0.8366202103676581,0.2825408636624436,0.4811256918168456,0.4473324266661878,0.7070311693228843,0.5919144044190701,1
308,icmp,ssh,S0,15343,338,0,0,0,9,3,0,1,0,0,8,1,1,8,0.0,0,0,205,488,0.011078552594309676,0.862922393510989,0.31599714112522737,0.13332681634257515,0.6603882523958254,0.6891814104275167,0.8635568029983097,218,72,0.1796512179553419,0.45825331476504794,0.6507883208469019,0.378024949434402,0.3333678381165628,0.7898646210355388,0.17748183499101178,0.7362798987834215,1
769,udp,dns,SF,46403,5895,0,1,1,1,0,1,2,0,1,5,4,2,8,0.0,1,1,334,131,0.7301734533106766,0.2670750074563324,0.852212391201674,0.8518459258388879,0.8091948036567412,0.3414694066084424,0.34094780164260974,144,83,0.5780721020124125,0.26241608169621444,0.6141688503188927,0.10294614470028618,0.4491234139302508,0.6183463070454575,0.2522231342306188,0.5713395284530771,0
343,icmp,http,S0,38727,12254,1,0,2,4,3,0,2,0,0,3,1,0,4,0.0,1,0,42,29,0.5717893159359805,0.5346609230755238,0.04093394437434539,0.817191050726641,0.6728316899204301,0.21560976524304476,0.8995127650963098,182,52,0.9579793532488906,0.2417645074796816,0.3341430223838622,0.719022820433601,0.570664578980789,0.11309973942382245,0.8107304652304127,0.06675025485075692,0
491,icmp,ssh,S0,126,11344,1,1,2,4,3,1,8,1,1,6,1,2,9,0.0,0,1,352,157,0.4340521760809567,0.858761429838704,0.049661491459718876,0.01366168547060942,0.49722919501999574,0.813710270757308,0.9408799063414847,109,210,0.503072600271609,0.48301411284395046,0.8179041768324394,0.5038887967912735,0.43558915801270903,0.15633143839283858,0.947170616843394,0.11644552408471143,0
413,icmp,ssh,SF,27632,1750,0,1,0,1,3,1,6,1,0,7,5,2,3,0.0,0,0,244,277,0.12757017457137088,0.3258813426157904,0.6235191951741544,0.8957263555151146,0.9503070137361812,0.21710322946989036,0.6708648870019059,92,99,0.08291458139448116,0.8868315394689592,0.038363861355701134,0.7087656323456546,0.41484685030159496,0.4370337254497708,0.13593274736732064,0.5964745775439524,1
805,icmp,http,REJ,41563,2421,0,2,2,4,0,0,7,1,1,5,9,2,6,0.0,0,0,286,202,0.4090851486348762,0.9540422650780858,0.06310636911554623,0.02894431674336706,0.2999384897980636,0.5420270696663797,0.6644237865926779,163,123,0.6200013334774084,0.3783475816826469,0.8707971723381132,0.24894352479687276,0.7327234154133065,0.3968893930890396,0.4976495545052182,0.2749791919736402,1
385,tcp,dns,SF,44409,39887,1,1,1,3,3,1,9,1,0,4,8,2,5,0.0,0,0,354,65,0.3543771829861353,0.12187950178138363,0.3246091685101615,0.23964578495755662,0.019167887524977778,0.9682088408629055,0.4527543377087401,228,167,0.34022299445125703,0.7497257467835433,0.5127498997939296,0.3244382286350662,0.6858762750864646,0.7435442696372946,0.21417625273958685,0.07964512903476584,1
191,tcp,ftp,S0,20530,5319,0,1,1,0,0,0,8,1,1,5,3,0,3,0.0,0,1,272,107,0.3028298889787422,0.018275069723506232,0.672755986246924,0.03238913777599506,0.43198937146344085,0.14785243786238378,0.8355402245437075,153,44,0.8559251895912978,0.0968187309872186,0.3982502348634128,0.33421533726011465,0.8332712820358479,0.5807371397973519,0.06007316835498244,0.42960274344854676,0
955,icmp,ssh,SF,39964,15896,1,2,0,2,3,0,5,0,1,4,5,0,9,0.0,0,0,475,267,0.7308796233222077,0.9041353525781907,0.33726689605422633,0.335843487039316,0.03301193590032725,0.9408762674947089,0.9616127584332832,52,195,0.4346781483164702,0.4760567021510618,0.4971672807176857,0.0257424097472162,0.24995898123949556,0.3881330810022493,0.3255033381261354,0.5543225980836554,0
276,udp,http,REJ,44327,11918,0,1,1,0,4,0,3,0,1,7,6,0,1,0.0,1,1,82,221,0.7007255212842638,0.06864866614787224,0.17959978144009592,0.5138665257132716,0.9539367525264087,0.18289305306866865,0.7750818003391192,144,136,0.1928396089422456,0.9916861403927356,0.6674155305338311,0.34104787283062354,0.6095285097540636,0.17076028345038563,0.14368762518421274,0.32874598834960655,0
160,tcp,smtp,SF,3368,25064,0,2,0,4,3,0,0,0,1,0,5,2,0,0.0,0,0,109,291,0.5890200909809116,0.9918891959474917,0.28135062185384163,0.7966448690151381,0.2099180457480515,0.5674432080232296,0.6219367337567092,85,104,0.19110562269114495,0.770437802792337,0.01276542651789736,0.8033045735180335,0.5851947853928539,0.22683710232549514,0.7099330734342463,0.720433702225778,0
459,icmp,http,S0,3797,46617,0,2,1,3,1,0,7,0,1,6,7,2,3,0.0,0,1,437,17,0.9386648132933723,0.9513968619791061,0.4575753322504318,0.33798155046983613,0.7889270239488795,0.3770077119587446,0.6067928958213368,252,149,0.7687641807211604,0.210528488440613,0.8715518564582477,0.8972984957497385,0.36973781087268875,0.575501018469059,0.5337254136714444,0.6437706081012446,0
313,tcp,smtp,REJ,47882,27935,0,1,0,6,3,1,6,0,1,9,3,2,3,0.0,0,0,189,89,0.34985438418085446,0.13702091003632066,0.4753858553554824,0.7054900246731167,0.7745720831743649,0.9649286015018259,0.8494699015836623,152,145,0.2655875983073599,0.5014414736979107,0.4467395253113928,0.5182183156359275,0.4860575419026809,0.42343880489979246,0.14383447099031088,0.33281836109167195,1
21,tcp,dns,S0,13718,37641,1,1,2,4,2,1,1,1,1,9,0,0,0,0.0,0,1,470,180,0.24380193771017955,0.5375846256925658,0.783000231347202,0.18750445711898034,0.21772889968293352,0.2735420290019369,0.5412037657712984,1,203,0.767233394159223,0.23362476364856655,0.3429665197000782,0.45550169521922024,0.31378214330572873,0.5149275088606721,0.009241588405514367,0.7548725289085606,0
252,udp,ftp,REJ,34560,29711,0,0,1,9,3,0,7,1,1,1,6,2,5,0.0,1,1,287,254,0.6559033130983996,0.18492029746714433,0.7501532294315125,0.7505984567441264,0.6212265304801673,0.39965800208575364,0.8038598862488227,246,105,0.20588731076659939,0.40956092726250926,0.1382455656340571,0.030824618699370254,0.1418443976169852,0.17067743530223367,0.8081570490242127,0.6486950425330354,1
747,icmp,http,REJ,11053,4806,0,2,1,3,1,1,4,1,1,8,2,1,3,0.0,1,1,423,454,0.19881406093740295,0.42815517303011985,0.4568178045561352,0.23599660590923754,0.04807896848645021,0.9828601178554205,0.5088852551742458,85,42,0.3216863687013094,0.7800840237349648,0.43946537435844213,0.8792043375853826,0.21380121066273283,0.6629062523445658,0.17619440616424753,0.6374453787179021,1
856,icmp,ssh,SF,22116,41360,1,0,0,1,1,0,6,1,0,0,5,2,0,0.0,0,1,396,252,0.3150105071834246,0.06142512925983268,0.8456673490987714,0.14354475594376792,0.48357458570386747,0.5364703911884732,0.06244427497392413,132,166,0.4654869724396994,0.7712248152904037,0.49632277128437885,0.013010213425872719,0.10551364640120109,0.852538740855967,0.606216642220766,0.553427700787068,0
560,udp,dns,SF,36244,12182,0,1,0,3,0,1,3,0,0,9,1,1,0,0.0,1,1,250,256,0.22460244007488483,0.22392458779658952,0.11423713859139584,0.1854088503740543,0.014647127272486737,0.5026301156212535,0.38394700890415523,3,200,0.9431958496934507,0.22810037790238513,0.4036466944934778,0.9447500802102118,0.6830695751901241,0.2579395067869006,0.33692191307674557,0.011389668088552796,1
474,udp,http,S0,36185,22297,0,0,1,1,4,1,4,0,1,5,8,2,0,0.0,1,1,211,382,0.06915356771850123,0.36327279639889953,0.2553533502289015,0.18206312888185539,0.9211438801808418,0.2577784882039913,0.4444409576714987,163,133,0.9317314247538246,0.9222233181548601,0.6786600938268971,0.48921624868809066,0.6607273931091515,0.4915142258318266,0.5854859383150356,0.6965071834768891,0
58,icmp,ssh,SF,1645,19541,1,2,0,7,3,1,7,0,0,8,0,0,7,0.0,1,0,290,441,0.8274987416356734,0.4386475002460548,0.8279764635022515,0.5128628793769912,0.9760860241995717,0.7013635603104414,0.1416172449866172,5,210,0.2068718754222878,0.5925681827648268,0.420896528759226,0.3419344935747266,0.9506063715798728,0.9755273290209018,0.315653626982324,0.3760417911091565,0
510,icmp,http,SF,47523,28921,0,0,1,2,0,1,0,1,1,0,5,2,9,0.0,1,1,132,345,0.2545405429216612,0.9774962582088932,0.3779940386261531,0.8447975811881461,0.22228276663858526,0.014372951777777643,0.10249632918921281,243,47,0.3582190412430728,0.3799242909620145,0.9614175778465733,0.9242184348426601,0.7296784136472413,0.33324174055072764,0.08693956069225417,0.9426097101586556,1
681,udp,smtp,REJ,19256,16774,1,2,2,8,4,0,0,0,1,3,5,1,7,0.0,1,1,200,86,0.4730275033430207,0.8078656456839812,0.9811815587938422,0.07960507699250563,0.20810603459637278,0.04951262970229353,0.5354649496569541,148,125,0.14939938845377232,0.5019355807808606,0.5992775178235918,0.024390993110096737,0.052045838756131446,0.5950463449237612,0.2229500085577536,0.8179847710772054,0
475,tcp,http,SF,35840,44813,1,1,0,3,3,0,3,1,0,3,4,1,1,0.0,1,1,284,89,0.04331527325431195,0.7374099443119462,0.4662532815278354,0.7069563184934227,0.7537201765621296,0.5993585871358027,0.08514363655608215,204,238,0.5099850793134971,0.6050712534377437,0.807477935651909,0.5814248948690871,0.8842451739289542,0.09019570020024437,0.1880585664790756,0.5876944695313122,0
699,tcp,http,REJ,34622,37198,1,1,1,5,2,1,2,0,1,8,4,2,6,0.0,0,0,325,236,0.6993394662526431,0.5370413147419743,0.7919356229637641,0.6543464596528576,0.25337939882933447,0.3416745738184541,0.30294516789008397,117,6,0.4605825506946666,0.5598905318457854,0.10935590310947885,0.5489325244993376,0.8626751629457258,0.6060150024794432,0.42801935243964384,0.25218198181926943,1
975,udp,http,REJ,37430,8820,1,2,2,9,3,1,9,0,1,4,0,1,7,0.0,0,0,408,389,0.3305610023062908,0.8399977606043434,0.40230704138237194,0.8725199518293624,0.895076559161845,0.9533163722009605,0.744596975963076,228,207,0.9007601624507324,0.4864050355361782,0.3972912929459057,0.21932040121138208,0.4433203207726987,0.08963177330461791,0.6582837834261573,0.20371739327766658,1
782,tcp,dns,REJ,39282,24070,0,1,2,4,1,0,1,1,0,4,9,1,7,0.0,0,0,94,69,0.74473672782921,0.3393228356557111,0.4249535190624304,0.24414756050690722,0.5739291361229822,0.9031906907227857,0.9644321795679808,246,196,0.9300053777910726,0.5049328040894001,0.3368477014471527,0.42888743135021057,0.5858630505279215,0.959235435323822,0.26380607494635755,0.3403848376775491,1
189,udp,http,S0,2708,4232,1,1,1,9,1,1,2,0,0,5,4,0,9,0.0,0,1,277,43,0.4124030604678661,0.7088991127733161,0.3828831472841835,0.4501098586850296,0.3507776230103121,0.7137062586767072,0.7178705805519285,88,15,0.3835673910072921,0.17641191042788618,0.5694823881365918,0.6522640059437702,0.9760783324725189,0.7156626520723114,0.012069935300617951,0.4765679435800185,1
957,tcp,ssh,S0,11694,11122,0,1,0,0,2,0,0,0,1,0,1,2,6,0.0,0,0,449,199,0.19575560640562462,0.9937839753781721,0.7190756205108118,0.9258273744435174,0.8326937463494201,0.8181455811278013,0.9926255484528702,153,128,0.49173794301898943,0.8127329043046794,0.8611135200614256,0.7271311968819275,0.5323043638481663,0.7881597881357064,0.5189373642647569,0.2960655100389471,1
686,tcp,smtp,S0,9524,15023,0,1,1,8,0,0,0,1,0,0,6,2,4,0.0,1,0,428,151,0.5131750822820359,0.3146289089351988,0.5475178840599945,0.6599934501353172,0.4934067004133952,0.6673318496676933,0.6983379712794027,182,114,0.8962362491461331,0.5417603199410154,0.07833821776200667,0.0007168587065797816,0.9053218283760898,0.7041043607716369,0.6057594893589721,0.5149294953924828,1
957,icmp,smtp,REJ,31880,8007,0,2,2,0,4,0,5,0,0,8,2,2,0,0.0,0,1,324,85,0.1305045596374398,0.6740175348839673,0.9437781113683691,0.3887684128615969,0.9116329137084755,0.12558210271016068,0.2937944706543275,166,36,0.8067078077450615,0.1310798617047031,0.07257479804471079,0.9368534300910153,0.08303875781018644,0.5897290360764658,0.9628704940018097,0.16537042551318593,0
562,icmp,http,S0,39224,17905,0,0,1,7,3,1,4,1,1,2,3,1,8,0.0,0,1,218,18,0.44053915987299475,0.8443148641523824,0.25089031653410476,0.13141238285526846,0.928014236729381,0.7655433696892027,0.6720525405053619,211,230,0.0036563113446492768,0.7661571015827779,0.8503177081575989,0.1645253723928124,0.19105186870868285,0.44991278108550536,0.5894708030932468,0.9777128128254999,0
875,tcp,dns,S0,36980,41786,0,0,0,8,1,0,7,0,0,3,2,2,6,0.0,1,0,88,100,0.31730547742048654,0.9158075833506722,0.10056273208344435,0.26248500790059104,0.16542015212840933,0.21019196871884638,0.7021567651969038,160,210,0.3200595641835825,0.9324439783773508,0.21285008603835742,0.2335804342223592,0.4407549434413178,0.8583733797610624,0.47117255937814184,0.10792455496499387,0
566,tcp,dns,SF,32409,29398,0,1,2,8,0,1,1,0,0,0,2,2,1,0.0,1,1,71,401,0.9119595841996332,0.7179326909401018,0.3932614850992152,0.5812154774893833,0.0023234061319302723,0.32344285510019677,0.3717269846164606,13,245,0.4217742419361259,0.9473068992369621,0.6687532544498137,0.26347344569384823,0.5847568083373047,0.956835667543063,0.5734016258977038,0.9319441396543721,1
243,icmp,ssh,S0,13224,34268,0,0,1,0,2,0,3,0,1,8,3,0,5,0.0,0,1,246,94,0.06092872172071995,0.28360792341713625,0.616712707646776,0.7181679475605137,0.9839309401424022,0.8192342121024202,0.017713850609389015,55,164,0.22971628368323171,0.36901773241117275,0.5428781323608052,0.03782013655203531,0.8162278518628002,0.4990361729040813,0.927900629862027,0.9135780114026949,0
831,icmp,http,S0,40738,6737,0,0,0,1,1,1,7,0,0,7,4,0,1,0.0,1,1,128,253,0.694017414105742,0.32628215156894647,0.860798936915495,0.12442188685189348,0.9061375361274794,0.5365256083934482,0.703199784775487,227,124,0.19957161589593875,0.13551687356075404,0.8328935948872295,0.12305212359032491,0.9882621151431868,0.931535049155262,0.8283781456016462,0.525360481819498,1
504,icmp,smtp,REJ,25150,36062,0,1,2,0,2,1,5,0,0,1,0,0,0,0.0,1,1,211,356,0.1827511659874359,0.02075803212396421,0.34619688668032766,0.599597260044054,0.05544523570384141,0.8599407141834092,0.02170009527554162,80,80,0.03778450659567967,0.5183996266330652,0.12508890983640353,0.986349922944162,0.38885149647411643,0.5833329099885175,0.322978733363808,0.7249102718360844,0
130,udp,dns,REJ,49688,25510,0,1,0,9,3,1,0,0,1,7,3,1,6,0.0,1,0,427,29,0.31904507433223983,0.7608859776715097,0.6537867511244616,0.550351278838751,0.8330342639410699,0.21303531984326418,0.6311880780600712,148,191,0.6433697250697605,0.11260922934922069,0.12978296572261128,0.31521673737728606,0.04741563614008493,0.5383841868964332,0.23725436365713726,0.4360482979725878,1
484,tcp,http,REJ,34393,19426,1,0,2,1,4,0,3,0,1,6,7,2,1,0.0,1,1,342,248,0.41551406306206595,0.042739606061951374,0.35019868102321905,0.513955446690708,0.4578049325592066,0.6077784386068872,0.16361648874255508,45,217,0.26251029048316565,0.9339874185126172,0.5568183602783076,0.11530109033904934,0.8011715032953248,0.4544827329553567,0.26263361236607363,0.6300345775424382,0
818,icmp,dns,REJ,43082,37265,1,2,1,9,1,0,0,0,1,5,9,0,1,0.0,0,0,95,425,0.9080150893749742,0.8646523546027457,0.6172195829944581,0.690123117682008,0.2589616050249752,0.08379097254826162,0.5656035277480433,143,213,0.05234717843131309,0.183579627355146,0.9463786533583709,0.10699126117462332,0.6043807190828081,0.20928776153011985,0.504421039715213,0.3405759374211187,1
646,tcp,dns,REJ,7973,17850,1,1,0,7,1,1,1,1,0,0,6,0,4,0.0,1,0,74,32,0.24257826607382516,0.1186606144745388,0.8848079470306509,0.8374495950834618,0.8787465236769298,0.6430609935400297,0.5039130253806,237,61,0.23097931052806364,0.2527658599511641,0.41499775837075425,0.7194599676699719,0.19854285886820167,0.0037196608180591895,0.7440494512285778,0.30115901978544535,1
20,udp,smtp,REJ,8577,614,0,2,2,4,3,1,4,1,1,6,8,0,4,0.0,0,0,422,457,0.09130880254467022,0.17187651213592425,0.23135764225940902,0.3229896831768684,0.19666723239030726,0.7625340377755347,0.013513642306182572,15,71,0.8019139528361265,0.40663652688497043,0.32694210025469495,0.8545686640326409,0.49482845662142017,0.24150622685606127,0.5032192071829621,0.5782297861695137,1
840,udp,ftp,S0,8070,21776,1,0,0,6,0,1,7,0,1,9,4,2,6,0.0,0,0,494,228,0.3186896039905236,0.4765264708322373,0.40424164210703917,0.8890121901109594,0.9472999994200669,0.5849308939787217,0.36286581699510345,119,188,0.8514891816465466,0.3831644685591258,0.6066893231978858,0.2569522995084699,0.7423102455337244,0.5097231716035652,0.06779639582811259,0.49812967418398035,1
166,icmp,ssh,REJ,8666,24077,1,1,0,1,4,0,7,0,0,6,9,2,0,0.0,1,1,53,11,0.10467597053553335,0.7378804151687424,0.9932651964297465,0.1606336126185507,0.20562148769934108,0.26623150149881025,0.6010911673963028,83,124,0.48306624519330266,0.794662892397889,0.9304486005450311,0.02090951233523497,0.7704117870686438,0.37995995225975254,0.7235807004399809,0.5795363691499811,0
273,udp,ssh,REJ,36368,9374,1,2,1,7,1,0,2,1,1,8,3,2,7,0.0,1,1,343,117,0.1285964859605525,0.1390022051990777,0.8685570282494608,0.17302386975116435,0.6136831877287435,0.03134266885886672,0.8486065518987798,156,160,0.41607067040868617,0.45631682055096234,0.8369278328446237,0.2230900184453558,0.499618411998762,0.4484852280026338,0.8059701286709539,0.286660581287023,0
387,tcp,smtp,SF,6783,35435,0,1,0,5,4,0,3,0,1,0,7,1,2,0.0,1,1,458,349,0.5738505979750267,0.44007107506649845,0.564639857896202,0.2667720636239239,0.22308633452897486,0.11944888396428577,0.8886421138365173,219,65,0.9778536935017818,0.1707682600033369,0.9954836107332199,0.056515690796757334,0.30521453012885913,0.9806482195640496,0.28949786511971964,0.36695783181699526,1
600,icmp,dns,S0,45994,30907,0,0,2,7,1,0,9,0,1,1,8,1,3,0.0,0,0,412,154,0.06090193309949332,0.4828512744101048,0.5166275918542753,0.11953086954707781,0.5456686649686348,0.6223029790740262,0.4838499700332233,7,29,0.2005646595880699,0.2672098954860741,0.02256858320237709,0.10339493663004151,0.9737425820384935,0.3502723706693276,0.6641257392833504,0.08389796062890931,1
315,tcp,http,S0,41914,13409,0,2,2,0,4,1,5,1,1,8,6,0,8,0.0,1,0,53,422,0.030930881393566034,0.21228564166859132,0.284600382304681,0.23031922468287758,0.6839751299151413,0.9344202168425138,0.7284224872994381,87,238,0.21535928285460848,0.509113385187522,0.11285814471276223,0.43150811984764237,0.6633626109564928,0.4521829393601079,0.4265919010543934,0.05227637227220572,1
